,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
1531,Resident Evil: Dead Aim,,,"Jun 18, 2003",Cavia Inc.,Action/Shooter/Light Gun,65.0,6.7,M,PS2,1 Player
1532,Mega Man Network Transmission,,,"Jun 17, 2003",Arika,Action/Shooter/Scrolling,65.0,8.8,E,GameCube,1 Player
1533,Conflict: Desert Storm,,,"Sep 30, 2002",SCi,Action/Shooter/Third-Person/Tactical/Modern,65.0,8.3,T,Xbox,1-4
1534,Taz Wanted,,,"Sep 17, 2002",Blitz Games,Action/Platformer/3D,65.0,8.7,E,PS2,1-2
1535,Legends of Wrestling,,,"May 27, 2002",Acclaim,Action/Fighting/Wrestling,65.0,6.5,T,Xbox,1-4
1536,Dark Arena,,,"Jan 18, 2002",Graphic State,Action/Shooter/First-Person/Fantasy,65.0,7.8,T,Game Boy Advance,1-4
1537,Vampire Night,,,"Nov 14, 2001",Wow Entertainment,Action/Shooter/Light Gun,65.0,7.3,T,PS2,1-2
1538,Dexter's Laboratory: Deesaster Strikes!,,,"Sep 26, 2001",Virtucraft,Adventure/General,65.0,7.3,E,Game Boy Advance,1 Player
1539,NBA Hoopz,,,"Feb 13, 2001",Eurocom Entertainment Software,Sports/Traditional/Basketball/Arcade,65.0,8.4,E,Dreamcast,-
1540,Q-Ball: Billiards Master,,,"Feb 29, 2000",Ornith,Miscellaneous/Parlor/Billiards,65.0,-,E,PS2,1-2
1541,Yoshi's Story,,,"Mar  1, 1998",Nintendo,Action/Platformer/2D,65.0,7.4,E,Nintendo 64,1 Player
1542,Wii Party U,18.89,1.78,"Oct 25, 2013",Nd Cube,Miscellaneous/Party/Party/Party / Minigame,65.0,7.0,E,WiiU,1-4
1543,Darkspore,None,0.11,"Apr 25, 2011",Maxis,Role-Playing/Action RPG/Action RPG,65.0,6.0,T,PC,Up to 4
1544,Black Knight Sword,None,,"Dec 12, 2012","Digital Reality, Grasshopper Manufacture",Action/Platformer/Platformer/2D/2D,65.0,7.3,M,X360,-
1545,Defend Your Castle,38.05,,"May 12, 2008",XGenStudios,Action/Strategy/General/Real-Time/General/Defense,65.0,7.1,E,Wii,1-4
1546,Feeding Frenzy 2: Shipwreck Showdown,20.13,,"Sep 17, 2008",Gastronaut Studios,Miscellaneous/Puzzle/Puzzle/General/Puzzle/General,65.0,7.6,E,X360,1-4
1547,Night Call,None,,"Jun 24, 2020",BlackMuffin Studio,Adventure/General,65.0,5.6,M,XOne,No Online Multiplayer
1548,The Bradwell Conspiracy,None,,"Oct  8, 2019",Bossa Studios,Adventure/3D/First-Person,65.0,6.4,T,PC,No Online Multiplayer
1549,WRC 5,56.4,0.01,"Oct  8, 2015",Kylotonn,Racing/Simulation/Automobile,65.0,5.7,E,PC,-
1550,Risen 3: Titan Lords,16.76,0.34,"Aug 12, 2014",Piranha Bytes,Role-Playing/General/Action RPG,65.0,5.8,M,PC,No Online Multiplayer
1551,Explodemon,None,,"Feb  8, 2011",Curve Studios,Action/Platformer/Platformer/2D/2D,65.0,7.7,E,PS3,-
1552,Dance Dance Revolution Universe 2,36.43,0.5,"Dec  4, 2007",Konami,Action/Miscellaneous/Rhythm/Dancing/Dancing,65.0,7.4,E10+,X360,Up to 4
1553,Genesis Alpha One,11.0,,"Jan 29, 2019",Radiation Blue,Action/Shooter/First-Person/Arcade,65.0,4.3,M,PS4,No Online Multiplayer
1554,Armored Core 4,24.99,0.25,"Mar 20, 2007",From Software,Simulation/Sci-Fi/Vehicle/Mech/Mech/Combat,65.0,7.4,T,X360,Up to 8
1555,Kill la Kill: IF,41.27,,"Jul 26, 2019","Studio TRIGGER, Aplus",Action Adventure/General/Action/Fighting/3D,65.0,6.9,M,NS,No Online Multiplayer
1556,NASCAR 09,9.39,0.25,"Jun 10, 2008",EA Games,Driving/Racing/Simulation/Stock Car/Stock Car/Automobile,65.0,7.3,E,PS3,Up to 14
1557,Mazes of Fate,36.78,,"Dec  6, 2006",Sabarasa Entertainment,Role-Playing/Console-style RPG,65.0,-,T,Game Boy Advance,1 Player
1558,198X,22.38,,"Jan 23, 2020",Hi-Bit Studios,Action/Miscellaneous/Platformer/Party / Minigame/2D,65.0,7.0,T,NS,No Online Multiplayer
1559,SingStar Celebration,13.51,0.23,"Oct 24, 2017",Sony Interactive Entertainment,Action/Rhythm/Music,65.0,6.1,T,PS4,No Online Multiplayer
1560,Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,14.46,,"Jun 20, 2013",Cyanide,Alternative/Biking/Sports/Individual/Biking,65.0,7.5,-,PC,-
1561,"Warhammer 40,000: Inquisitor - Martyr",28.08,0.02,"Aug 23, 2018",Maximum Games,Strategy/Real-Time/General,65.0,6.2,M,PS4,Online Multiplayer
1562,The Baconing,80.0,,"Aug 30, 2011",Hothead Games,Action/Role-Playing/Platformer/Action RPG/3D,65.0,7.3,T,PS3,-
1563,Dragon Ball: Revenge of King Piccolo,60.0,0.2,"Oct 20, 2009",Media.Vision,Action/Adventure/General/General/Beat-'Em-Up/2D,65.0,7.6,E10+,Wii,-
1564,Heavy Weapon: Atomic Tank,94.12,,"Jun 11, 2009",PopCap,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,65.0,7.0,E10+,PS3,4  Online
1565,Skelattack,None,,"Jun  2, 2020",Ukuza,Action/Platformer/2D,65.0,6.5,E10+,PS4,No Online Multiplayer
1566,The Falconeer,16.2,,"Nov 10, 2020",Tomas Sala,Simulation/Flight/Combat,65.0,5.0,T,XS,No Online Multiplayer
1567,Fragments of Him,None,,"Sep 26, 2017",Sassybot,Adventure/Visual Novel,65.0,5.5,M,PS4,No Online Multiplayer
1568,Tears to Tiara II: Heir of the Overlord,36.44,0.15,"Oct 14, 2014",Aqua Plus,Real-Time/Fantasy/Strategy/Adventure/Turn-Based/Visual Novel/General,65.0,8.3,T,PS3,No Online Multiplayer
1569,Band Hero,19.0,0.45,"Nov  3, 2009",Vicarious Visions,Action/Miscellaneous/Rhythm/Music/Music,65.0,6.3,E10+,DS,-
1570,Aven Colony,23.24,,"Jul 25, 2017",Mothership Entertainment,Strategy/Management/Government,65.0,8.3,-,PC,No Online Multiplayer
1571,Dedede's Drum Dash Deluxe,None,,"Aug 29, 2014",HAL Labs,Action/Miscellaneous/Rhythm/Music,65.0,7.3,E,3DS,-
1572,Antigraviator,12.84,,"Jun  6, 2018",Iceberg Interactive,Racing/Arcade/Futuristic,65.0,4.9,-,PC,Online Multiplayer
1573,Obscure,,0.07,"Apr  6, 2005",Hydravision,Action Adventure/Horror,65.0,8.8,M,PS2,1-2
1574,How to Survive: Storm Warning Edition,None,,"Nov  4, 2014",EKO Software,Action Adventure/Horror/Survival,65.0,6.4,M,PS4,2
1575,Sengoku Basara: Samurai Heroes,20.82,0.29,"Oct 12, 2010",Capcom,Action/Beat-'Em-Up/Beat-'Em-Up/2D/3D,65.0,8.7,T,Wii,-
1576,Bee Movie Game,13.89,0.1,"Oct 30, 2007",Beenox,Action/General,65.0,8.2,E,PS2,1-2
1577,Crash of the Titans,42.92,0.32,"Oct  4, 2007",Radical Entertainment,Action/General/General,65.0,6.5,E10+,X360,No Online Multiplayer
1578,NHL 08,14.08,0.01,"Sep 11, 2007",EA Canada,Sports/Traditional/Team/Ice Hockey/Sim/Sim,65.0,4.4,E10+,PC,8  Online
1579,Gladiator: Sword of Vengeance,,,"Nov  5, 2003",Acclaim Studios Manchester,Action/Beat-'Em-Up,65.0,6.2,M,PS2,1 Player
1580,Harry Potter and the Sorcerer's Stone,,,"Nov 16, 2001",KnowWonder,Action Adventure/Fantasy/General/Fantasy,65.0,7.7,E,PC,No Online Multiplayer
1581,Stretch Panic,,,"Aug 28, 2001",Treasure,Action Adventure/Fantasy,65.0,7.9,T,PS2,1 Player
1582,Off-Road Redneck Racing,,,"May  2, 2001",Rage Software,Driving/Racing/Simulation/Rally / Offroad/Automobile,65.0,-,E,PC,1-6
1583,Walt Disney World Quest: Magical Racing Tour,,,"Jul 19, 2000",Crystal Dynamics,Driving/Racing/Kart,65.0,8.0,E,Dreamcast,-
1584,Afro Samurai,26.2,0.2,"Jan 27, 2009","Namco Bandai Games America, Namco Bandai Games",Action/Beat-'Em-Up/Beat-'Em-Up/2D/3D,65.0,6.3,M,PS3,No Online Multiplayer
1585,Brothers in Arms: D-Day,7.31,0.46,"Dec  5, 2006",Ubisoft Shanghai,Action/Shooter/Shooter/First-Person/Historic/Historic/Arcade,65.0,8.3,M,PSP,1-2
1586,Lovely Planet,None,,"Jan  8, 2016",QUICKTEQUILA,Action/Shooter/First-Person/Arcade,65.0,5.8,-,XOne,-
1587,Mini Ninjas Adventures,20.42,,"Jun 29, 2012",Side Kick LTD,Action/General/General,65.0,8.0,E10+,X360,-
1588,Powerstar Golf,None,,"Nov 22, 2013",Zoe Mode,Arcade/Sports/Traditional/Individual/Golf/Arcade,65.0,5.6,E,XOne,-
1589,WRC 2: FIA World Rally Championship 2011,16.13,,"Oct 14, 2011",MileStone Inc.,Driving/Racing/Rally / Offroad,65.0,6.3,-,X360,-
1590,Dead Space 2: Severed,13.36,,"Mar  1, 2011",Visceral Games,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,65.0,6.7,M,PS3,-
1591,Ferrari Challenge Trofeo Pirelli,None,0.54,"Aug 26, 2008",Eutechnyx,Driving/Racing/Simulation/Other/Other/GT / Street/Automobile,65.0,6.7,E,Wii,-
1592,Just Cause 4,11.9,0.56,"Dec  4, 2018",Avalanche Studios,Action Adventure/Open-World,65.0,4.8,M,PS4,No Online Multiplayer
1593,Tekken Hybrid,74.69,0.36,"Nov 22, 2011",Namco Bandai Games,Action/Fighting/Fighting/3D/3D,65.0,6.9,T,PS3,No Online Multiplayer
1594,Disney/Pixar Brave,66.37,,"Jun 19, 2012",Disney Interactive Studios,Action Adventure/Fantasy/General/Fantasy/Linear,65.0,6.1,E10+,X360,-
1595,Maneater,None,,"May 25, 2021","Tripwire Interactive, Blindside Interactive",Action Adventure/General,65.0,6.9,M,NS,No Online Multiplayer
1596,Untold Legends: The Warrior's Code,7.33,,"Mar 28, 2006",Sony Online Entertainment,Role-Playing/Action RPG/Action RPG,65.0,8.3,T,PSP,Up to 4
1597,Stranded Deep,19.81,,"Apr 23, 2020",Beam Team Games,Action Adventure/General/Survival,65.0,4.1,T,PS4,No Online Multiplayer
1598,Resident Evil: Revelations 2,43.2,0.13,"Aug 18, 2015",Frima Studio,Horror/Action Adventure/Survival,65.0,8.1,M,PSV,2
1599,Farming Simulator 2013,None,0.59,"Oct 25, 2012",Giants Software,Miscellaneous/General/Simulation/General/General/Virtual/Career,65.0,7.4,E,PC,-
1600,Warhammer: Mark of Chaos - Battle March,None,0.01,"Sep  2, 2008",Black Hole Games,Strategy/Real-Time/Fantasy/General/Fantasy,65.0,7.6,M,PC,6  Online
1601,Crayola Treasure Adventures,11.95,0.46,"Oct  1, 2007",Crave,Miscellaneous/Puzzle/Puzzle/General/General,65.0,-,E,DS,1 Player
1602,Delta Force: Xtreme,,,"Apr 22, 2005",NovaLogic,Action/Shooter/Shooter/First-Person/Tactical/Modern/Modern,65.0,5.8,T,PC,32  Online
1603,Battleship,13.47,,"Aug  2, 2016",Frima Studio,Miscellaneous/Board / Card Game,65.0,6.6,E10+,XOne,-
1604,Depth,13.18,0.11,"Nov  3, 2014",Digital Confectioners,Shooter/Modern/Modern/Action/Shooter/First-Person/Arcade,65.0,7.7,-,PC,Online Multiplayer
1605,Titan Quest,25.53,0.01,"Jul 31, 2018",THQ Nordic,Role-Playing/Action RPG,65.0,7.2,T,NS,Up to 6
1606,James Bond 007: Blood Stone,None,0.7,"Nov  2, 2010",Bizarre Creations,Action/Driving/Shooter/Mission-based/Shooter/Third-Person/Modern/Modern/Arcade,65.0,7.4,T,PS3,Up to 16
1607,Struggling,None,,"Aug 27, 2020",Chasing Rats Games,Action/General/Platformer/2D,65.0,7.0,T,PC,Online Multiplayer
1608,ZEN Pinball 2: Marvel's Avengers: Age of Ultron,22.3,,"Apr 22, 2015",Zen Studios,Action/Pinball,65.0,-,-,PS4,-
1609,Mystery Case Files: The Malgrave Incident,13.17,0.33,"Jun 29, 2011",Sanzaru Games,Miscellaneous/Puzzle/Hidden Object/Puzzle/General,65.0,8.0,E,Wii,-
1610,Zombie Panic in Wonderland,None,,"May  3, 2010",Akaoni Studio,Action/Shooter/Shooter/Third-Person/Fantasy/Fantasy/Arcade,65.0,7.3,T,Wii,1-2
1611,Daemonica,99.41,,"Mar 31, 2006","Cinemax, RA Images",Adventure/3D/Fantasy/Third-Person/Fantasy,65.0,7.8,T,PC,1 Player
1612,Fallout 3: Mothership Zeta,None,,"Aug  3, 2009",Bethesda Softworks,Role-Playing/First-Person/First-Person/Western-Style,65.0,6.1,M,X360,-
1613,Dead or School,39.0,,"Mar 13, 2020",Studio Nanafushi,Role-Playing/Action Adventure/General/Action RPG,65.0,7.3,M,NS,No Online Multiplayer
1614,Conarium,None,,"Feb 12, 2019",Zoetrope Interactive,Adventure/3D/First-Person,65.0,5.2,T,PS4,No Online Multiplayer
1615,Blazing Angels: Squadrons of WWII,9.0,0.03,"Mar 28, 2006",Ubisoft Romania,Simulation/Flight/WWII/WWII/Combat,65.0,4.6,T,PC,16  Online
1616,Serious Sam: Next Encounter,,,"Apr 22, 2004",Climax Group,Action/Shooter/First-Person/Sci-Fi,65.0,8.0,M,PS2,1-8
1617,Naval Ops: Commander,,,"Mar  9, 2004",Micro Cabin,Simulation/Ship,65.0,-,T,PS2,1 Player
1618,Conflict: Desert Storm II - Back to Baghdad,,,"Oct  7, 2003",Pivotal Games,Action/Shooter/Shooter/Third-Person/Tactical/Modern/Modern,65.0,7.5,T,PC,1 Player
1619,Worms Blast,,,"Oct 24, 2002",Team17,Miscellaneous/Puzzle/General,65.0,7.3,E,GameCube,1-2
1620,Mega Man X6,,,"Dec  4, 2001",Capcom,Action/Platformer/2D,65.0,7.8,E,PlayStation,1 Player
1621,ESPN NFL PrimeTime 2002,,,"Dec  2, 2001",Konami,Sports/Traditional/Football/Sim,65.0,-,E,PS2,1-4
1622,Tetris Worlds,,,"Sep  5, 2001",3d6 Games,Miscellaneous/Puzzle/Stacking,65.0,8.0,E,Game Boy Advance,-
1623,Razor Freestyle Scooter,,,"Dec 11, 2000",Shaba Games,Action/General,65.0,-,E,PlayStation,-
1624,Eat Them!,None,,"Dec 21, 2010",FluffyLogic,Action/General/General,65.0,7.2,T,PS3,-
1625,Trillion: God of Destruction,31.27,0.13,"Mar 29, 2016",Compile Heart,Role-Playing/General/Japanese-Style,65.0,7.4,T,PSV,No Online Multiplayer
1626,Aragami 2,39.99,,"Sep 17, 2021",Lince Works,Action Adventure/General,65.0,5.9,M,PS5,Up to 3
1627,Izuna 2: The Unemployed Ninja Returns,None,0.06,"Jul 22, 2008",Ninja Studio,Role-Playing/Console-style RPG/Console-style RPG/Roguelike,65.0,8.2,T,DS,No Online Multiplayer
1628,007: Quantum of Solace,15.97,0.13,"Nov  4, 2008",Vicarious Visions,Action/Action Adventure/General/Modern/Shooter/First-Person/Modern/Arcade,65.0,-,T,DS,-
1629,Fossil League: Dino Tournament Championship,None,0.0,"Jan 22, 2007",MTO,Role-Playing/Console-style RPG/Console-style RPG,65.0,-,E,DS,2  Online
1630,Eternal Poison,None,0.14,"Nov 11, 2008",Flight-Plan,Strategy/General,65.0,8.6,T,PS2,-
1631,Axis & Allies,,,"Nov  2, 2004",TimeGate Studios,Strategy/Real-Time/Military/General/Military,65.0,8.2,T,PC,8  Online
1632,Journey of a Roach,None,,"Nov  4, 2013",Koboldgames,Miscellaneous/Puzzle/General/Puzzle/General,65.0,6.9,-,PC,-
1633,MotoGP 08,17.27,0.39,"Oct 28, 2008",Milestone S.r.l,Driving/Racing/Simulation/Motorcycle/Automobile/Street/Street,65.0,6.2,E,PS3,Up to 12
1634,Alex Kidd in Miracle World DX,33.98,,"Jun 22, 2021",Jankenteam,Action/Platformer/2D,65.0,6.9,E,NS,No Online Multiplayer
1635,Dig Dug: Digging Strike,,0.06,"Oct 18, 2005",Bullets,Action/Platformer/General/Platformer/2D/2D,65.0,7.1,E,DS,No Online Multiplayer
1636,Sniper Ghost Warrior Contracts,23.0,,"Nov 22, 2019",CI Games,Action/Shooter/First-Person/Tactical,65.0,6.2,M,PS4,Up to 16
1637,Battle Princess Madelyn,41.51,,"Dec 20, 2018",Causal Bit Games,Action/Platformer/2D,65.0,6.4,E10+,NS,No Online Multiplayer
1638,Poi: Explorer Edition,13.93,,"Oct 23, 2017",PolyKid,Action/Platformer/3D,65.0,7.0,E10+,NS,No Online Multiplayer
1639,Sword Art Online Re: Hollow Fragment,29.17,,"Jul 28, 2015","Namco Bandai Games, Bandai Namco Games, Aquria",Role-Playing/General/Action RPG,65.0,7.1,T,PS4,Up to 4
1640,Fairy Fencer F,32.6,0.19,"Sep 16, 2014",Compile Heart,Role-Playing/General/Japanese-Style,65.0,7.3,T,PS3,No Online Multiplayer
1641,A Virus Named TOM,None,,"Aug  1, 2012",Misfits Attic,Miscellaneous/Puzzle/Action/Puzzle/Action,65.0,6.3,-,PC,No Online Multiplayer
1642,Shotest Shogi,None,,"Sep 10, 2008","AI Factory, Rubicon Development Ltd.",Miscellaneous/Board Games/Board Games/Board / Card Game,65.0,-,E,X360,2  Online
1643,007: Quantum of Solace,15.97,1.14,"Nov  4, 2008",Treyarch,Action/General/Shooter/Shooter/First-Person/Modern/Modern/Arcade,65.0,6.5,T,PS3,Up to 12
1644,Barnyard,5.95,0.04,"Dec  4, 2006",Blue Tongue Entertainment,Action/Adventure/General/General,65.0,5.8,E10+,Wii,No Online Multiplayer
1645,Pac-Man World 3,,,"Nov 17, 2005",Blitz Games,Action/Platformer/3D,65.0,-,E,Xbox,24  Online
1646,Dynasty Warriors 9,27.55,0.37,"Feb 13, 2018",Omega Force,Action/Action Adventure/Beat-'Em-Up/Open-World/3D,65.0,4.0,T,PS4,No Online Multiplayer
1647,Super Motherload,20.35,,"Nov 15, 2013",XGenStudios,General/Puzzle/Miscellaneous/Puzzle/Action,65.0,6.7,E10+,PS4,-
1648,SingStar Dance,11.06,0.52,"Nov  1, 2010",SCEE London Studio,Action/Miscellaneous/Rhythm/Music Maker/Music Maker/Dancing,65.0,3.9,T,PS3,-
1649,Redout: Space Assault,None,,"Jan 22, 2021",34BigThings,Simulation/Space/Combat,65.0,3.4,-,PC,Online Multiplayer
1650,MachiaVillain,None,,"May 16, 2018",Wild Factor,Action/Strategy/General/Management/Business / Tycoon,65.0,4.6,-,PC,No Online Multiplayer
1651,Resident Evil: The Mercenaries 3D,13.69,0.49,"Jun 28, 2011",Capcom,Action/Action Adventure/Horror/Horror/Shooter/Survival/Third-Person/Tactical,65.0,6.7,M,3DS,2
1652,Cate West: The Vanishing Files,6.49,0.08,"Mar 23, 2009",Destineer,Adventure/General/General/Point-and-Click,65.0,-,E10+,Wii,-
1653,Birthdays the Beginning,27.01,0.06,"May  9, 2017",Arc System Works,Strategy/Management/Business / Tycoon/Action Adventure/Sandbox,65.0,6.5,E,PS4,No Online Multiplayer
1654,Gladiator: Sword of Vengeance,,,"Nov  5, 2003",Acclaim Studios Manchester,Action/Beat-'Em-Up,65.0,7.4,M,Xbox,1 Player
1655,Dariusburst: Another Chronicle EX+,48.74,,"Jul 27, 2021",Taito Corporation,Action/Shooter/Shoot-'Em-Up/Horizontal,65.0,-,E10+,PS4,No Online Multiplayer
1656,EyePet & Friends,10.25,1.01,"Nov 15, 2011",SCEE London Studio,Simulation/Miscellaneous/Virtual Life/Virtual/Virtual Life,65.0,4.7,E,PS3,1-2
1657,Prince of Persia: The Forgotten Sands,9.95,0.37,"May 17, 2010",Ubisoft Quebec,Action Adventure/Fantasy/General/Fantasy/Linear,65.0,7.3,T,PSP,-
1658,The Escapists: The Walking Dead,11.51,,"Sep 30, 2015",Team17,Action/General,65.0,7.3,T,XOne,-
1659,Exit 2,None,,"Feb 25, 2009",Taito Corporation,Miscellaneous/Puzzle/Action/Puzzle/Action,65.0,-,E,X360,1 Player
1660,M.A.C.H. Modified Air Combat Heroes,None,0.0,"Feb 20, 2007",VU Games,Action/Racing/General/General/Arcade/Other,65.0,8.1,E10+,PSP,1-8
1661,Aragami 2,39.99,,"Sep 17, 2021",Lince Works,Action Adventure/General,65.0,5.7,-,PC,-
1662,Help Wanted: 50 Wacky Jobs,None,0.1,"May 12, 2009",Hudson Soft,Simulation/General/General,65.0,7.2,E10+,Wii,1-2
1663,Gauntlet,,0.15,"Nov 22, 2005",Digital Eclipse,Action/General/General/Arcade,65.0,5.6,E,X360,4  Online
1664,Syphon Filter: The Omega Strain,,,"May  4, 2004",Sony Bend,Action/Shooter/Third-Person/Tactical/Modern,65.0,7.2,M,PS2,1-4
1665,Lords of the Realm III,,,"Mar 17, 2004",Impressions Games,Strategy/Real-Time/Historic/General,65.0,3.7,T,PC,1-8
1666,Strike Fighters: Project 1,,,"Oct 27, 2002",Third Wire,Simulation/Flight/Old Jet/Combat,65.0,7.6,T,PC,1-16
1667,Tennis Masters Series,,,"Nov 18, 2001",Microids,Sports/Traditional/Individual/Tennis/Tennis,65.0,7.5,E,PC,1-4
1668,Hoard,None,0.24,"Apr  4, 2011","Big Sandwich Games, Inc.",Action/Strategy/General/Real-Time/General,65.0,7.0,E,PC,-
1669,Juiced: Eliminator,8.89,0.42,"Jun 28, 2006",Juice Games,Driving/Racing/Simulation/GT / Street/GT / Street/Automobile,65.0,8.4,T,PSP,1-6
1670,Party Hard,30.02,,"Apr 26, 2016",Pinokl Games,Action/General,65.0,6.5,M,PS4,-
1671,MS Saga: A New Dawn,None,0.05,"Feb 21, 2006",Bandai,Role-Playing/General,65.0,7.7,E10+,PS2,1 Player
1672,Away: Shuffle Dungeon,18.47,0.03,"Oct 30, 2008","Mistwalker, Artoon",Role-Playing/General/General,65.0,6.8,E10+,DS,1-2
1673,Wild West Guns,12.45,,"Aug  4, 2008",Gameloft,Action/Shooter/Shooter/Light Gun/Light Gun,65.0,6.8,T,Wii,-
1674,World Championship Poker 2: Featuring Howard Lederer,,0.14,"Dec 11, 2005","Point of View, Crave",Miscellaneous/Parlor/Gambling/Gambling,65.0,2.7,T,PSP,Up to 8
1675,Crash 'N' Burn,,,"Nov 16, 2004",Climax Group,Driving/Racing/Arcade,65.0,6.4,T,Xbox,16  Online
1676,Need for Speed Underground 2,,0.13,"May 10, 2005",EA Canada,Driving/Racing/Simulation/GT / Street/GT / Street/Automobile,65.0,7.0,E,DS,1-4
1677,Painkiller: Overdose,4.78,,"Oct 26, 2007",Mindware Studios,Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade,65.0,6.4,M,PC,8  Online
1678,Bee Simulator,21.06,,"Nov 12, 2019",Varsav Game Studios,Simulation/General,65.0,6.2,E,NS,No Online Multiplayer
1679,Morphite,None,,"Nov  2, 2017",Crescent Moon Games,Action Adventure/General,65.0,6.6,T,NS,No Online Multiplayer
